HEADER	5	7	4	17	25	100
ITEM	0	1
ITEM	1	2
ITEM	2	2
ITEM	3	2
ITEM	4	2
BOM	0	0	2	23	1	1
BOM	1	0	0	1	1	1
BOM	1	0	1	35	1	1
BOM	1	1	4	-1	1	0
BOM	1	1	5	-1	1	0
BOM	1	1	6	-1	1	0
BOM	2	0	0	39	1	1
BOM	2	0	2	95	1	1
BOM	2	1	4	-1	1	0
BOM	2	1	5	-1	1	0
BOM	3	0	0	60	1	1
BOM	3	0	1	100	1	1
BOM	3	0	3	26	1	1
BOM	3	1	5	-1	1	0
BOM	4	0	0	34	1	1
BOM	4	1	5	-1	1	0
BOM	4	1	6	-1	1	0
COMBI	0	1	1	0
COMBI	0	1	2	5773
COMBI	0	1	3	2733
COMBI	0	1	4	10729
COMBI	0	2	1	10435
COMBI	0	2	2	0
COMBI	0	2	3	9248
COMBI	0	2	4	14729
COMBI	0	3	1	13708
COMBI	0	3	2	6046
COMBI	0	3	3	0
COMBI	0	3	4	16433
COMBI	0	4	1	18924
COMBI	0	4	2	14013
COMBI	0	4	3	2250
COMBI	0	4	4	0
COMBI	1	1	1	0
COMBI	1	1	3	6146
COMBI	1	3	1	1799
COMBI	1	3	3	0
COMBI	2	0	0	0
COMBI	2	0	2	1116
COMBI	2	2	0	6842
COMBI	2	2	2	0
COMBI	3	3	3	0
ORDER	0	4	15118	49650	4	324	9081
ORDER	1	0	38562	48562	2	66	8614
ORDER	2	2	1862	45291	31	1736	4296
ORDER	3	2	10502	41254	77	4312	9830
ORDER	4	0	15326	46708	14	462	8282
ORDER	5	2	3996	32809	24	1344	5967
ORDER	6	0	9153	49733	85	2805	6389
ORDER	7	1	11594	46858	36	1872	2665
ORDER	8	0	19952	42687	30	990	6178
ORDER	9	2	39203	49465	49	2744	8682
ORDER	10	2	12082	26832	30	1680	1044
ORDER	11	3	31409	46933	15	465	5869
ORDER	12	2	5420	47555	73	4088	9087
ORDER	13	2	22015	46493	86	4816	3152
ORDER	14	3	2690	47064	27	837	3656
ORDER	15	4	3482	22855	26	2106	9675
ORDER	16	1	2595	48925	5	260	2937
ORDER	17	1	1464	27504	42	2184	2460
ORDER	18	4	26895	48772	56	4536	438
ORDER	19	0	2134	42378	81	2673	8271
ORDER	20	2	14519	44789	45	2520	4137
ORDER	21	3	10479	23192	97	3007	9580
ORDER	22	1	20115	45221	76	3952	5880
ORDER	23	1	21072	42677	45	2340	2181
ORDER	24	1	7402	46793	80	4160	5636
ORDER	25	3	2694	43801	38	1178	7806
ORDER	26	1	4608	43609	72	3744	7760
ORDER	27	3	14257	41611	28	868	5787
ORDER	28	1	4694	43130	49	2548	6042
ORDER	29	2	1804	45101	56	3136	1837
ORDER	30	3	7552	27449	51	1581	4908
ORDER	31	0	6102	38636	29	957	2630
ORDER	32	1	15238	31037	72	3744	7633
ORDER	33	1	20152	30668	10	520	2780
ORDER	34	3	784	44217	10	310	555
ORDER	35	3	119	49988	99	3069	5720
ORDER	36	4	4056	33695	30	2430	3203
ORDER	37	0	1553	29330	59	1947	4678
ORDER	38	0	2934	40568	87	2871	4020
ORDER	39	2	8065	39247	17	952	2035
ORDER	40	1	15447	28026	24	1248	4454
ORDER	41	2	9654	41565	12	672	4255
ORDER	42	2	30528	47606	42	2352	9309
ORDER	43	0	8654	49409	62	2046	7590
ORDER	44	3	2121	24647	86	2666	9880
ORDER	45	3	27548	41342	99	3069	3927
ORDER	46	0	9679	46268	33	1089	2912
ORDER	47	3	5775	45044	69	2139	1541
ORDER	48	1	9090	23372	41	2132	7326
ORDER	49	2	6474	23035	49	2744	3153
ORDER	50	1	13936	36147	71	3692	5022
ORDER	51	4	7493	36998	54	4374	3417
ORDER	52	3	403	49965	73	2263	6762
ORDER	53	0	4100	36240	45	1485	4706
ORDER	54	0	14294	49239	78	2574	4940
ORDER	55	0	19012	30349	15	495	6700
ORDER	56	0	19591	44124	85	2805	407
ORDER	57	4	7778	26746	46	3726	8913
ORDER	58	1	301	44647	57	2964	4924
ORDER	59	0	32975	44057	73	2409	4978
ORDER	60	3	9225	44665	41	1271	2242
ORDER	61	1	22880	33571	72	3744	7497
ORDER	62	1	22178	48112	46	2392	6962
ORDER	63	0	5864	38334	39	1287	73
ORDER	64	1	5727	44070	34	1768	746
ORDER	65	2	1741	48948	64	3584	55
ORDER	66	4	1298	48409	20	1620	9252
ORDER	67	3	489	46533	94	2914	9476
ORDER	68	4	11484	29659	17	1377	7566
ORDER	69	0	25417	41949	91	3003	4338
ORDER	70	2	31933	48980	75	4200	5456
ORDER	71	1	36431	47870	17	884	5042
ORDER	72	1	20371	32839	30	1560	1050
ORDER	73	0	30104	48699	79	2607	7129
ORDER	74	2	15810	30229	46	2576	9502
ORDER	75	4	8879	48638	44	3564	970
ORDER	76	1	21176	44751	40	2080	7663
ORDER	77	2	2403	48292	25	1400	5915
ORDER	78	3	3270	32865	30	930	7920
ORDER	79	3	5135	32904	84	2604	205
ORDER	80	2	15917	34419	38	2128	6880
ORDER	81	1	12856	29621	40	2080	7066
ORDER	82	3	1887	39748	30	930	2848
ORDER	83	1	12363	34324	23	1196	8597
ORDER	84	2	3015	47187	31	1736	1716
ORDER	85	4	566	24460	79	6399	7541
ORDER	86	1	17594	43232	42	2184	566
ORDER	87	0	4503	35872	71	2343	727
ORDER	88	3	28112	40446	41	1271	2600
ORDER	89	1	8560	39288	18	936	7
ORDER	90	4	7978	45421	48	3888	8913
ORDER	91	4	1240	38107	41	3321	2732
ORDER	92	0	9824	32644	94	3102	6198
ORDER	93	2	10278	45884	34	1904	6547
ORDER	94	4	4162	31867	53	4293	530
ORDER	95	3	29200	42490	18	558	3714
ORDER	96	4	29498	49037	20	1620	8119
ORDER	97	3	2801	49621	54	1674	2314
ORDER	98	0	2467	36205	8	264	7897
ORDER	99	3	5036	27662	7	217	1346
