121	55	55	343	0	19	20	-1
38	85	85	10795	1	24	30	34
158	10795	25778	26786	1	18	25	26
453	343	343	7003	0	19	20	-1
424	10795	24338	32178	0	22	24	30
149	26786	26786	33017	6	18	19	-1
357	33017	33017	39315	6	18	19	-1
205	39315	39315	50263	7	18	28	32
27	24338	27357	28337	1	20	22	29
343	33050	50263	51085	1	18	25	26
440	51085	52146	55266	0	19	20	25
432	52247	55266	55366	1	20	22	29
261	998	998	14930	2	-1	-1	40
161	55366	55366	63556	0	-1	20	25
237	63556	63556	65076	1	20	22	29
367	60523	65076	66552	0	19	20	24
191	65076	82289	82835	1	18	25	26
129	79816	82835	86715	1	20	22	29
380	84989	86715	91560	1	24	30	34
102	83580	86715	90615	0	19	20	25
386	82835	82835	87595	7	18	28	32
268	90615	90615	91590	0	-1	20	25
130	87595	87595	88479	7	18	28	32
22	91590	91590	98350	0	-1	20	25
334	98350	98350	104070	0	-1	20	25
289	104070	104070	107190	0	-1	20	25
323	91560	91560	97000	1	24	30	34
93	107190	107190	114340	0	-1	20	25
190	105986	114340	127868	0	18	19	27
13	110428	127868	131508	0	22	24	30
419	131508	131508	144173	1	24	30	34
474	128536	131508	143167	0	18	19	27
124	143167	143167	153887	6	18	19	-1
437	144173	161613	166093	0	22	24	30
291	14930	14930	28776	2	-1	-1	40
436	165032	166093	166808	0	19	20	25
31	153887	153887	161027	7	18	28	32
186	166808	166808	174543	0	-1	20	25
247	166093	166093	173530	6	18	19	-1
58	172683	174543	177723	1	20	22	29
172	173530	181884	189894	0	18	19	27
95	28776	28776	35914	2	-1	-1	40
82	177723	194936	195794	1	18	25	26
40	35914	35914	40472	2	-1	-1	40
143	195794	195794	208306	7	18	28	32
233	208306	208306	214902	7	18	28	32
259	40472	40472	50792	2	-1	-1	40
313	195794	200492	201987	0	19	20	25
277	178707	195794	201574	1	24	30	34
230	214902	214902	216942	7	18	28	32
331	216942	216942	227618	7	18	28	32
139	201574	201574	212199	1	24	30	34
347	210339	212199	215679	1	20	22	29
83	213953	215679	220014	1	24	30	34
270	227618	227618	232174	7	18	28	32
118	220014	238512	245232	0	22	24	30
231	232174	232174	245507	6	18	19	-1
137	245507	246568	258398	0	19	20	25
290	245232	245232	253392	1	24	30	34
416	256538	258398	260218	1	20	22	29
477	255665	260218	266230	0	19	20	24
294	266230	266230	267890	1	20	22	29
383	266230	269365	275995	0	19	20	25
395	275995	275995	284185	0	-1	20	25
292	284185	301398	301536	1	18	25	26
188	301536	301536	313886	0	-1	20	25
148	301536	301536	311385	6	18	19	-1
361	311385	311385	317616	6	18	19	-1
319	317616	325970	337184	0	18	19	27
89	337184	341882	345262	0	19	20	25
311	342243	345262	347062	1	20	22	29
66	342509	347062	347818	0	19	20	24
381	347818	347818	348138	1	20	22	29
400	348138	365351	365423	1	18	25	26
43	365423	379217	395593	0	18	19	27
494	395593	395593	405521	7	18	28	32
238	362404	365423	368883	1	20	22	29
87	405521	405521	410412	6	18	19	-1
24	410412	410412	411296	7	18	28	32
336	368883	368883	371863	1	20	22	29
402	410412	415110	418360	0	19	20	25
1	370137	371863	381978	1	24	30	34
302	415110	415110	425763	6	18	19	-1
123	50792	50792	58360	2	-1	-1	40
64	425763	425763	429984	6	18	19	-1
354	429984	429984	435344	6	18	19	-1
157	430791	435344	440312	0	19	20	24
212	435344	435344	436568	7	18	28	32
208	440312	443447	455342	0	19	20	25
486	450789	455342	459446	0	19	20	24
96	445652	459446	467189	0	18	19	27
264	455342	455342	467837	1	24	30	34
332	465977	467837	469577	1	20	22	29
120	467189	467189	469093	7	18	28	32
349	469093	469093	475190	6	18	19	-1
132	58360	58360	63262	2	-1	-1	40
192	63262	63262	67046	2	-1	-1	40
77	467851	469577	472552	1	24	30	34
260	470692	472552	476452	1	20	22	29
418	475190	475190	478205	6	18	19	-1
56	476452	493892	498772	0	22	24	30
63	497711	498772	507352	0	19	20	25
225	507352	507352	511772	0	-1	20	25
222	507219	511772	515768	0	19	20	24
59	67046	67046	71690	2	-1	-1	40
79	515768	515768	519168	1	20	22	29
403	516033	519168	526318	0	19	20	25
414	71690	71690	74356	2	-1	-1	40
97	526318	526318	526678	1	20	22	29
165	522125	526678	528550	0	19	20	24
384	514756	528550	529796	0	18	19	27
374	529796	534494	539434	0	19	20	25
202	534494	534494	545214	6	18	19	-1
99	545214	545214	546822	6	18	19	-1
318	526678	545176	547736	0	22	24	30
17	547736	547736	553776	0	-1	-1	30
155	74356	74356	83128	2	-1	-1	40
479	550804	553776	561964	0	18	19	27
366	83128	83128	86568	2	-1	-1	40
473	561964	561964	563505	6	18	19	-1
236	563505	568203	577368	0	19	20	25
109	558870	577368	583048	0	22	24	30
245	568203	568203	580665	6	18	19	-1
60	577368	577368	580228	1	20	22	29
48	580665	580665	591586	6	18	19	-1
322	591586	591586	598085	6	18	19	-1
219	581322	583048	584833	1	24	30	34
183	598085	598085	609917	7	18	28	32
61	609917	609917	611123	6	18	19	-1
248	86568	86568	90180	2	-1	-1	40
449	90180	90180	96974	2	-1	-1	40
223	611123	612184	619399	0	19	20	25
140	619399	619399	626029	0	-1	20	25
443	626029	641012	641690	1	18	25	26
345	641690	641690	642884	1	18	25	-1
179	639865	642884	646084	1	20	22	29
224	646084	664582	667462	0	22	24	30
355	667462	667462	672422	0	-1	-1	30
282	646084	663297	664365	1	18	25	26
207	669450	672422	686840	0	18	19	27
74	686840	686840	691597	6	18	19	-1
272	96974	96974	108928	2	-1	-1	40
335	691597	691597	694045	7	18	28	32
46	691597	696295	703770	0	19	20	25
198	703770	703770	703830	1	18	25	-1
447	703830	703830	703920	1	18	25	-1
330	700901	703920	707680	1	20	22	29
104	705954	707680	715840	1	24	30	34
305	703920	703920	706980	7	18	28	32
243	108928	108928	113142	2	-1	-1	40
425	713980	715840	719160	1	20	22	29
228	113142	113142	128966	2	-1	-1	40
152	719160	736373	737003	1	18	25	26
125	737003	737003	739733	0	-1	20	25
266	719916	737003	749498	1	24	30	34
0	749498	767996	768716	0	22	24	30
144	737003	737003	749379	7	18	28	32
351	765744	768716	783401	0	18	19	27
127	768418	783401	783533	1	18	25	26
389	767996	785436	793276	0	22	24	30
267	783533	783533	795229	7	18	28	32
475	795229	795229	805614	6	18	19	-1
167	805614	808586	819088	0	18	19	27
281	819088	819088	823577	6	18	19	-1
301	128966	128966	130428	2	-1	-1	40
428	823577	823577	836838	0	18	19	27
353	836838	836838	846151	6	18	19	-1
358	846151	846151	854124	6	18	19	-1
392	776189	793276	795571	1	24	30	34
407	845220	854124	855420	0	19	20	24
324	854124	854124	854889	1	24	30	34
115	854124	854124	864732	7	18	28	32
156	854889	869872	870094	1	18	25	26
297	130428	130428	141092	2	-1	-1	40
398	870094	870094	870298	7	18	28	32
9	870298	870298	874854	7	18	28	32
442	874854	874854	882492	6	18	19	-1
426	141092	141092	152960	2	-1	-1	40
401	882492	882492	882626	6	18	19	-1
135	882626	885761	898046	0	19	20	25
346	889692	898046	914956	0	18	19	27
150	897516	914956	918196	0	22	24	30
103	914956	917975	921855	1	20	22	29
394	921855	921855	925035	1	20	22	29
81	152960	152960	167322	2	-1	-1	40
472	914956	914956	923599	6	18	19	-1
462	923599	923599	930331	7	18	28	32
163	167322	167322	180996	2	-1	-1	40
287	923974	925035	929585	0	19	20	25
100	930331	938685	951590	0	18	19	27
69	180996	180996	193036	2	-1	-1	40
360	951590	951590	959066	0	18	19	27
211	941626	959066	960866	0	22	24	30
80	959066	959066	959334	6	18	19	-1
326	960866	960866	965826	0	-1	-1	30
387	964100	965826	968546	1	24	30	34
244	968546	968546	969426	0	-1	-1	30
25	969426	969426	975186	0	-1	-1	30
6	968546	983529	984633	1	18	25	26
262	984633	984633	985370	6	18	19	-1
327	985370	985370	989591	6	18	19	-1
406	989591	990652	1003457	0	19	20	25
105	998904	1003457	1008173	0	19	20	24
411	1008173	1008173	1012796	6	18	19	-1
229	1012796	1012796	1020233	6	18	19	-1
339	1020233	1020233	1025333	7	18	28	32
498	986370	1003457	1009917	1	24	30	34
16	193036	193036	196132	2	-1	-1	40
178	1025333	1039127	1048828	0	18	19	27
153	1048828	1053526	1063536	0	19	20	25
499	196132	196132	199830	2	-1	-1	40
456	1063536	1078519	1078789	1	18	25	26
396	1075770	1078789	1081509	1	20	22	29
76	1076956	1081509	1087197	0	19	20	24
174	1078789	1078789	1088853	7	18	28	32
363	1088853	1088853	1099665	7	18	28	32
320	1099665	1099665	1105762	6	18	19	-1
350	1079783	1081509	1087799	1	24	30	34
365	1105762	1119556	1128278	0	18	19	27
154	1087799	1087799	1089499	1	24	30	34
463	1087639	1089499	1090079	1	20	22	29
162	1128278	1132976	1145911	0	19	20	25
469	1128278	1128278	1128550	7	18	28	32
489	1128550	1128550	1139702	7	18	28	32
448	1139702	1139702	1144124	6	18	19	-1
128	1144124	1144124	1145397	6	18	19	-1
255	1145911	1145911	1151176	0	-1	20	25
62	1151176	1151176	1154096	1	20	22	29
20	1154096	1154096	1158451	0	-1	20	25
44	1145397	1145397	1146689	7	18	28	32
370	1150097	1158451	1167084	0	18	19	27
377	1167084	1167084	1174115	0	18	19	27
454	1165211	1174115	1180487	0	19	20	24
455	1180487	1180487	1191140	6	18	19	-1
409	1173927	1191140	1191608	1	18	25	26
210	1191608	1191608	1193648	7	18	28	32
50	1174115	1187658	1190378	0	22	24	30
234	1190378	1190378	1193538	0	-1	-1	30
34	1193648	1196620	1202494	0	18	19	27
481	1202494	1202494	1208055	6	18	19	-1
33	1208055	1212753	1224323	0	19	20	25
169	1205825	1224323	1229563	0	22	24	30
94	1212753	1212753	1223004	6	18	19	-1
23	1224323	1227342	1231062	1	20	22	29
430	1226591	1229563	1244248	0	18	19	27
180	1229336	1231062	1247722	1	24	30	34
253	1244248	1244248	1249944	0	18	19	27
458	1247722	1262705	1263281	1	18	25	26
256	1247722	1265162	1272802	0	22	24	30
239	199830	199830	203528	2	-1	-1	40
307	1269830	1272802	1282592	0	18	19	27
51	1282592	1287290	1294050	0	19	20	25
19	1255715	1272802	1277392	1	24	30	34
321	1294050	1294050	1303085	0	-1	20	25
382	203528	203528	208000	2	-1	-1	40
196	1301225	1303085	1303505	1	20	22	29
108	1294731	1303085	1305132	0	18	19	27
220	1303505	1303505	1304845	1	20	22	29
373	1303119	1304845	1319380	1	24	30	34
10	1305132	1305132	1317780	7	18	28	32
451	1319380	1319380	1323290	1	24	30	34
279	1323290	1340730	1342850	0	22	24	30
333	1342850	1342850	1356620	1	24	30	34
263	1339878	1342850	1343473	0	18	19	27
187	1356620	1374060	1381100	0	22	24	30
235	1356620	1371603	1372563	1	18	25	26
303	1380039	1381100	1387145	0	19	20	25
371	1378791	1387145	1396490	0	18	19	27
138	208000	208000	217890	2	-1	-1	40
170	1384126	1387145	1389925	1	20	22	29
206	1396490	1396490	1409478	7	18	28	32
241	1409478	1409478	1418998	7	18	28	32
429	1389925	1389925	1391885	1	20	22	29
71	1418998	1418998	1430694	7	18	28	32
300	1413481	1430694	1431834	1	18	25	26
446	1414747	1431834	1439909	1	24	30	34
464	1439909	1457349	1464869	0	22	24	30
495	1457349	1459209	1461789	1	20	22	29
215	1463143	1464869	1476599	1	24	30	34
252	1474739	1476599	1477199	1	20	22	29
141	217890	217890	230532	2	-1	-1	40
164	1477199	1494412	1495252	1	18	25	26
28	1476599	1480953	1487397	0	19	20	24
122	1495252	1495252	1502392	7	18	28	32
325	1480953	1494496	1498056	0	22	24	30
278	1496995	1498056	1503841	0	19	20	25
352	1480969	1498056	1501201	1	24	30	34
214	1501201	1519699	1524299	0	22	24	30
285	1519945	1524299	1529447	0	19	20	24
85	1529447	1529447	1533936	6	18	19	-1
269	1533936	1537071	1541296	0	19	20	25
65	1524299	1524299	1529569	1	24	30	34
348	1529569	1548067	1554427	0	22	24	30
445	1541296	1556279	1556945	1	18	25	26
242	1556945	1556945	1557503	1	18	25	-1
465	230532	230532	239390	2	-1	-1	40
408	1554484	1557503	1558063	1	20	22	29
356	1556337	1558063	1561973	1	24	30	34
405	1557503	1560475	1563768	0	18	19	27
314	1563768	1568466	1580101	0	19	20	25
404	1568466	1568466	1573357	6	18	19	-1
126	1578241	1580101	1582181	1	20	22	29
49	1580455	1582181	1597056	1	24	30	34
53	1597056	1601609	1603085	0	19	20	24
73	1601225	1603085	1604885	1	20	22	29
68	1604885	1604885	1609745	0	19	20	-1
375	1604885	1622098	1622824	1	18	25	26
113	1622824	1636618	1653172	0	18	19	27
173	239390	239390	247302	2	-1	-1	40
37	1619805	1622824	1623784	1	20	22	29
42	247302	247302	261062	2	-1	-1	40
420	1622058	1623784	1628969	1	24	30	34
433	1627109	1628969	1632129	1	20	22	29
497	1632129	1632129	1634889	1	20	22	29
286	1634889	1634889	1637529	1	20	22	29
391	1644268	1653172	1653784	0	19	20	24
159	1653172	1666715	1668715	0	22	24	30
111	1666989	1668715	1675345	1	24	30	34
492	1667654	1668715	1678725	0	19	20	25
315	1676865	1678725	1680845	1	20	22	29
434	1653172	1653172	1653648	7	18	28	32
195	1653648	1653648	1667180	7	18	28	32
221	261062	261062	263814	2	-1	-1	40
359	1680845	1680845	1683770	0	-1	20	25
117	1683770	1700983	1702081	1	18	25	26
379	1702081	1702081	1708647	6	18	19	-1
36	1704094	1708647	1710807	0	19	20	24
78	1708647	1722190	1723510	0	22	24	30
470	1708647	1708647	1711299	7	18	28	32
217	1706423	1723510	1732520	1	24	30	34
131	1711299	1711299	1722488	6	18	19	-1
283	263814	263814	270694	2	-1	-1	40
