HEADER	10	100	12	522	386	1000
ITEM	0	10
ITEM	1	10
ITEM	2	10
ITEM	3	10
ITEM	4	10
ITEM	5	10
ITEM	6	10
ITEM	7	10
ITEM	8	10
ITEM	9	10
BOM	0	0	0	9	1	1
BOM	0	0	1	69	1	1
BOM	0	0	4	88	1	1
BOM	0	0	5	46	1	1
BOM	0	0	7	64	1	1
BOM	0	0	9	67	1	1
BOM	0	0	10	40	1	1
BOM	0	1	31	-1	0	1
BOM	0	1	38	-1	0	1
BOM	0	1	44	-1	0	1
BOM	0	1	77	-1	0	1
BOM	0	1	92	-1	0	1
BOM	0	2	21	-1	0	1
BOM	0	2	22	-1	0	1
BOM	0	2	25	-1	0	1
BOM	0	2	27	-1	0	1
BOM	0	2	51	-1	0	1
BOM	0	2	60	-1	0	1
BOM	0	2	71	-1	0	1
BOM	0	3	20	-1	0	1
BOM	0	3	75	-1	0	1
BOM	0	4	12	-1	0	1
BOM	0	4	18	-1	0	1
BOM	0	4	42	-1	0	1
BOM	0	4	47	-1	0	1
BOM	0	4	48	-1	0	1
BOM	0	4	53	-1	0	1
BOM	0	4	70	-1	0	1
BOM	0	4	93	-1	0	1
BOM	0	5	64	-1	0	1
BOM	0	6	66	-1	0	1
BOM	0	6	73	-1	0	1
BOM	0	6	89	-1	0	1
BOM	0	7	57	-1	0	1
BOM	0	7	67	-1	0	1
BOM	0	7	82	-1	0	1
BOM	0	7	83	-1	0	1
BOM	0	7	85	-1	0	1
BOM	0	7	96	-1	0	1
BOM	0	7	97	-1	0	1
BOM	0	8	46	-1	0	1
BOM	0	8	61	-1	0	1
BOM	0	8	72	-1	0	1
BOM	0	8	84	-1	0	1
BOM	0	9	15	-1	0	1
BOM	0	9	63	-1	0	1
BOM	1	0	0	25	1	1
BOM	1	0	1	90	1	1
BOM	1	0	2	57	1	1
BOM	1	0	3	78	1	1
BOM	1	0	4	33	1	1
BOM	1	0	5	78	1	1
BOM	1	0	6	41	1	1
BOM	1	0	7	62	1	1
BOM	1	0	9	87	1	1
BOM	1	0	10	17	1	1
BOM	1	0	11	57	1	1
BOM	1	1	20	-1	0	1
BOM	1	1	46	-1	0	1
BOM	1	1	47	-1	0	1
BOM	1	1	51	-1	0	1
BOM	1	1	52	-1	0	1
BOM	1	2	28	-1	0	1
BOM	1	2	41	-1	0	1
BOM	1	2	44	-1	0	1
BOM	1	2	64	-1	0	1
BOM	1	2	94	-1	0	1
BOM	1	3	15	-1	0	1
BOM	1	3	19	-1	0	1
BOM	1	3	23	-1	0	1
BOM	1	3	34	-1	0	1
BOM	1	3	39	-1	0	1
BOM	1	3	56	-1	0	1
BOM	1	3	74	-1	0	1
BOM	1	3	80	-1	0	1
BOM	1	3	90	-1	0	1
BOM	1	4	75	-1	0	1
BOM	1	4	89	-1	0	1
BOM	1	4	97	-1	0	1
BOM	1	5	16	-1	0	1
BOM	1	5	45	-1	0	1
BOM	1	5	48	-1	0	1
BOM	1	5	60	-1	0	1
BOM	1	5	77	-1	0	1
BOM	1	5	87	-1	0	1
BOM	1	6	54	-1	0	1
BOM	1	6	82	-1	0	1
BOM	1	6	95	-1	0	1
BOM	1	6	98	-1	0	1
BOM	1	7	38	-1	0	1
BOM	1	8	14	-1	0	1
BOM	1	8	62	-1	0	1
BOM	1	8	92	-1	0	1
BOM	1	9	13	-1	0	1
BOM	1	9	18	-1	0	1
BOM	1	9	32	-1	0	1
BOM	1	9	37	-1	0	1
BOM	1	9	40	-1	0	1
BOM	1	9	58	-1	0	1
BOM	1	9	72	-1	0	1
BOM	1	9	99	-1	0	1
BOM	2	0	0	88	1	1
BOM	2	0	1	46	1	1
BOM	2	0	2	61	1	1
BOM	2	0	5	47	1	1
BOM	2	0	6	70	1	1
BOM	2	0	8	65	1	1
BOM	2	0	10	40	1	1
BOM	2	0	11	11	1	1
BOM	2	1	61	-1	0	1
BOM	2	1	66	-1	0	1
BOM	2	1	67	-1	0	1
BOM	2	1	99	-1	0	1
BOM	2	2	28	-1	0	1
BOM	2	2	71	-1	0	1
BOM	2	3	15	-1	0	1
BOM	2	3	17	-1	0	1
BOM	2	3	33	-1	0	1
BOM	2	3	37	-1	0	1
BOM	2	3	47	-1	0	1
BOM	2	3	79	-1	0	1
BOM	2	4	20	-1	0	1
BOM	2	4	31	-1	0	1
BOM	2	4	38	-1	0	1
BOM	2	4	44	-1	0	1
BOM	2	4	76	-1	0	1
BOM	2	4	97	-1	0	1
BOM	2	5	59	-1	0	1
BOM	2	5	75	-1	0	1
BOM	2	5	89	-1	0	1
BOM	2	5	90	-1	0	1
BOM	2	6	36	-1	0	1
BOM	2	6	63	-1	0	1
BOM	2	6	73	-1	0	1
BOM	2	6	88	-1	0	1
BOM	2	6	92	-1	0	1
BOM	2	6	95	-1	0	1
BOM	2	7	19	-1	0	1
BOM	2	7	22	-1	0	1
BOM	2	7	42	-1	0	1
BOM	2	7	56	-1	0	1
BOM	2	7	93	-1	0	1
BOM	2	8	29	-1	0	1
BOM	2	8	35	-1	0	1
BOM	2	8	41	-1	0	1
BOM	2	8	46	-1	0	1
BOM	2	8	48	-1	0	1
BOM	2	8	54	-1	0	1
BOM	2	8	82	-1	0	1
BOM	2	8	96	-1	0	1
BOM	2	9	16	-1	0	1
BOM	2	9	34	-1	0	1
BOM	2	9	40	-1	0	1
BOM	2	9	58	-1	0	1
BOM	2	9	69	-1	0	1
BOM	2	9	78	-1	0	1
BOM	2	9	80	-1	0	1
BOM	3	0	3	80	1	1
BOM	3	0	6	59	1	1
BOM	3	0	7	10	1	1
BOM	3	0	8	83	1	1
BOM	3	0	9	97	1	1
BOM	3	0	11	28	1	1
BOM	3	1	13	-1	0	1
BOM	3	1	15	-1	0	1
BOM	3	1	95	-1	0	1
BOM	3	1	99	-1	0	1
BOM	3	2	14	-1	0	1
BOM	3	2	30	-1	0	1
BOM	3	2	80	-1	0	1
BOM	3	2	82	-1	0	1
BOM	3	2	88	-1	0	1
BOM	3	2	91	-1	0	1
BOM	3	2	96	-1	0	1
BOM	3	2	98	-1	0	1
BOM	3	3	22	-1	0	1
BOM	3	3	27	-1	0	1
BOM	3	4	12	-1	0	1
BOM	3	4	61	-1	0	1
BOM	3	4	72	-1	0	1
BOM	3	4	89	-1	0	1
BOM	3	5	20	-1	0	1
BOM	3	5	59	-1	0	1
BOM	3	5	62	-1	0	1
BOM	3	5	69	-1	0	1
BOM	3	5	71	-1	0	1
BOM	3	5	84	-1	0	1
BOM	3	6	16	-1	0	1
BOM	3	6	24	-1	0	1
BOM	3	6	28	-1	0	1
BOM	3	6	39	-1	0	1
BOM	3	6	45	-1	0	1
BOM	3	6	79	-1	0	1
BOM	3	7	25	-1	0	1
BOM	3	7	32	-1	0	1
BOM	3	7	76	-1	0	1
BOM	3	7	90	-1	0	1
BOM	3	8	21	-1	0	1
BOM	3	8	29	-1	0	1
BOM	3	8	35	-1	0	1
BOM	3	8	57	-1	0	1
BOM	3	8	65	-1	0	1
BOM	3	8	73	-1	0	1
BOM	3	8	74	-1	0	1
BOM	3	8	78	-1	0	1
BOM	3	8	86	-1	0	1
BOM	3	9	33	-1	0	1
BOM	3	9	36	-1	0	1
BOM	3	9	41	-1	0	1
BOM	3	9	60	-1	0	1
BOM	3	9	64	-1	0	1
BOM	3	9	67	-1	0	1
BOM	3	9	68	-1	0	1
BOM	3	9	77	-1	0	1
BOM	4	0	0	52	1	1
BOM	4	0	4	11	1	1
BOM	4	0	6	57	1	1
BOM	4	0	9	100	1	1
BOM	4	0	11	55	1	1
BOM	4	1	15	-1	0	1
BOM	4	1	25	-1	0	1
BOM	4	1	48	-1	0	1
BOM	4	2	24	-1	0	1
BOM	4	2	28	-1	0	1
BOM	4	2	31	-1	0	1
BOM	4	2	44	-1	0	1
BOM	4	2	54	-1	0	1
BOM	4	2	61	-1	0	1
BOM	4	2	70	-1	0	1
BOM	4	2	90	-1	0	1
BOM	4	3	38	-1	0	1
BOM	4	3	40	-1	0	1
BOM	4	3	52	-1	0	1
BOM	4	3	53	-1	0	1
BOM	4	3	56	-1	0	1
BOM	4	3	74	-1	0	1
BOM	4	3	81	-1	0	1
BOM	4	4	32	-1	0	1
BOM	4	4	65	-1	0	1
BOM	4	4	93	-1	0	1
BOM	4	4	95	-1	0	1
BOM	4	4	96	-1	0	1
BOM	4	5	46	-1	0	1
BOM	4	5	64	-1	0	1
BOM	4	5	66	-1	0	1
BOM	4	5	73	-1	0	1
BOM	4	5	84	-1	0	1
BOM	4	6	19	-1	0	1
BOM	4	6	63	-1	0	1
BOM	4	6	76	-1	0	1
BOM	4	6	92	-1	0	1
BOM	4	7	26	-1	0	1
BOM	4	7	60	-1	0	1
BOM	4	7	83	-1	0	1
BOM	4	7	89	-1	0	1
BOM	4	8	62	-1	0	1
BOM	4	8	67	-1	0	1
BOM	4	8	91	-1	0	1
BOM	4	8	97	-1	0	1
BOM	4	9	21	-1	0	1
BOM	4	9	27	-1	0	1
BOM	4	9	33	-1	0	1
BOM	4	9	36	-1	0	1
BOM	4	9	41	-1	0	1
BOM	4	9	72	-1	0	1
BOM	4	9	98	-1	0	1
BOM	5	0	4	56	1	1
BOM	5	0	7	25	1	1
BOM	5	0	8	93	1	1
BOM	5	0	10	56	1	1
BOM	5	0	11	81	1	1
BOM	5	1	12	-1	0	1
